Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=193400000 branchedSolutions=2660267960 limitsChecked=1862338780
k=6 min=6 exploredSolutions=193500000 branchedSolutions=2661292220 limitsChecked=1863127662
k=6 min=6 exploredSolutions=193600000 branchedSolutions=2662316481 limitsChecked=1863916544
k=6 min=6 exploredSolutions=193700000 branchedSolutions=2663340736 limitsChecked=1864705424
k=6 min=6 exploredSolutions=193800000 branchedSolutions=2664365032 limitsChecked=1865494320
k=6 min=6 exploredSolutions=193900000 branchedSolutions=2665389272 limitsChecked=1866283194
k=6 min=6 exploredSolutions=194000000 branchedSolutions=2666413548 limitsChecked=1867072082
k=6 min=6 exploredSolutions=194100000 branchedSolutions=2667437821 limitsChecked=1867860970
k=6 min=6 exploredSolutions=194200000 branchedSolutions=2668462094 limitsChecked=1868649856
k=6 min=6 exploredSolutions=194300000 branchedSolutions=2669486353 limitsChecked=1869438738
k=6 min=6 exploredSolutions=194400000 branchedSolutions=2670510583 limitsChecked=1870227608
k=6 min=6 exploredSolutions=194500000 branchedSolutions=2671534877 limitsChecked=1871016504
k=6 min=6 exploredSolutions=194600000 branchedSolutions=2672559143 limitsChecked=1871805388
k=6 min=6 exploredSolutions=194700000 branchedSolutions=2673583394 limitsChecked=1872594266
k=6 min=6 exploredSolutions=194800000 branchedSolutions=2674607683 limitsChecked=1873383160
k=6 min=6 exploredSolutions=194900000 branchedSolutions=2675631948 limitsChecked=1874172044
k=6 min=6 exploredSolutions=195000000 branchedSolutions=2676656200 limitsChecked=1874960922
k=6 min=6 exploredSolutions=195100000 branchedSolutions=2677680484 limitsChecked=1875749814
k=6 min=6 exploredSolutions=195200000 branchedSolutions=2678704739 limitsChecked=1876538694
k=6 min=6 exploredSolutions=195300000 branchedSolutions=2679729000 limitsChecked=1877327576
k=6 min=6 exploredSolutions=195400000 branchedSolutions=2680753265 limitsChecked=1878116460
k=6 min=6 exploredSolutions=195500000 branchedSolutions=2681777549 limitsChecked=1878905352
k=6 min=6 exploredSolutions=195600000 branchedSolutions=2682801795 limitsChecked=1879694228
k=6 min=6 exploredSolutions=195700000 branchedSolutions=2683826061 limitsChecked=1880483112
k=6 min=6 exploredSolutions=195800000 branchedSolutions=2684850355 limitsChecked=1881272008
k=6 min=6 exploredSolutions=195900000 branchedSolutions=2685874606 limitsChecked=1882060886
k=6 min=6 exploredSolutions=196000000 branchedSolutions=2686898861 limitsChecked=1882849766
k=6 min=6 exploredSolutions=196100000 branchedSolutions=2687923118 limitsChecked=1883638646
k=6 min=6 exploredSolutions=196200000 branchedSolutions=2688947385 limitsChecked=1884427532
k=6 min=6 exploredSolutions=196300000 branchedSolutions=2689971661 limitsChecked=1885216420
k=6 min=6 exploredSolutions=196400000 branchedSolutions=2690995911 limitsChecked=1886005298
k=6 min=6 exploredSolutions=196500000 branchedSolutions=2692020228 limitsChecked=1886794202
k=6 min=6 exploredSolutions=196600000 branchedSolutions=2693044493 limitsChecked=1887583086
k=6 min=6 exploredSolutions=196700000 branchedSolutions=2694068760 limitsChecked=1888371970
k=6 min=6 exploredSolutions=196800000 branchedSolutions=2695093010 limitsChecked=1889160848
k=6 min=6 exploredSolutions=196900000 branchedSolutions=2696117294 limitsChecked=1889949740
k=6 min=6 exploredSolutions=197000000 branchedSolutions=2697141555 limitsChecked=1890738622
k=6 min=6 exploredSolutions=197100000 branchedSolutions=2698165809 limitsChecked=1891527502
k=6 min=6 exploredSolutions=197200000 branchedSolutions=2699190114 limitsChecked=1892316402
k=6 min=6 exploredSolutions=197300000 branchedSolutions=2700214365 limitsChecked=1893105280
k=6 min=6 exploredSolutions=197400000 branchedSolutions=2701238620 limitsChecked=1893894160
k=6 min=6 exploredSolutions=197500000 branchedSolutions=2702262876 limitsChecked=1894683040
k=6 min=6 exploredSolutions=197600000 branchedSolutions=2703287176 limitsChecked=1895471938
k=6 min=6 exploredSolutions=197700000 branchedSolutions=2704311436 limitsChecked=1896260820
k=6 min=6 exploredSolutions=197800000 branchedSolutions=2705335693 limitsChecked=1897049700
k=6 min=6 exploredSolutions=197900000 branchedSolutions=2706359971 limitsChecked=1897838590
k=6 min=6 exploredSolutions=198000000 branchedSolutions=2707384230 limitsChecked=1898627472
k=6 min=6 exploredSolutions=198100000 branchedSolutions=2708408502 limitsChecked=1899416358
k=6 min=6 exploredSolutions=198200000 branchedSolutions=2709432791 limitsChecked=1900205252
k=6 min=6 exploredSolutions=198300000 branchedSolutions=2710457047 limitsChecked=1900994132
k=6 min=6 exploredSolutions=198400000 branchedSolutions=2711481292 limitsChecked=1901783008
k=6 min=6 exploredSolutions=198500000 branchedSolutions=2712505573 limitsChecked=1902571898
k=6 min=6 exploredSolutions=198600000 branchedSolutions=2713529852 limitsChecked=1903360788
k=6 min=6 exploredSolutions=198700000 branchedSolutions=2714554155 limitsChecked=1904149686
k=6 min=6 exploredSolutions=198800000 branchedSolutions=2715578414 limitsChecked=1904938568
k=6 min=6 exploredSolutions=198900000 branchedSolutions=2716602702 limitsChecked=1905727462
k=6 min=6 exploredSolutions=199000000 branchedSolutions=2717626963 limitsChecked=1906516344
k=6 min=6 exploredSolutions=199100000 branchedSolutions=2718651217 limitsChecked=1907305224
k=6 min=6 exploredSolutions=199200000 branchedSolutions=2719675489 limitsChecked=1908094110
k=6 min=6 exploredSolutions=199300000 branchedSolutions=2720699772 limitsChecked=1908883002
k=6 min=6 exploredSolutions=199400000 branchedSolutions=2721724063 limitsChecked=1909671896
k=6 min=6 exploredSolutions=199500000 branchedSolutions=2722748308 limitsChecked=1910460772
k=6 min=6 exploredSolutions=199600000 branchedSolutions=2723772597 limitsChecked=1911249666
k=6 min=6 exploredSolutions=199700000 branchedSolutions=2724796872 limitsChecked=1912038554
k=6 min=6 exploredSolutions=199800000 branchedSolutions=2725821111 limitsChecked=1912827428
k=6 min=6 exploredSolutions=199900000 branchedSolutions=2726845397 limitsChecked=1913616320
k=6 min=6 exploredSolutions=200000000 branchedSolutions=2727869680 limitsChecked=1914405212
k=6 min=6 exploredSolutions=200100000 branchedSolutions=2728893931 limitsChecked=1915194090
k=6 min=6 exploredSolutions=200200000 branchedSolutions=2729918211 limitsChecked=1915982980
k=6 min=6 exploredSolutions=200300000 branchedSolutions=2730942510 limitsChecked=1916771878
k=6 min=6 exploredSolutions=200400000 branchedSolutions=2731966771 limitsChecked=1917560760
k=6 min=6 exploredSolutions=200500000 branchedSolutions=2732991036 limitsChecked=1918349644
k=6 min=6 exploredSolutions=200600000 branchedSolutions=2734015281 limitsChecked=1919138520
k=6 min=6 exploredSolutions=200700000 branchedSolutions=2735039569 limitsChecked=1919927414
k=6 min=6 exploredSolutions=200800000 branchedSolutions=2736063844 limitsChecked=1920716302
k=6 min=6 exploredSolutions=200900000 branchedSolutions=2737088136 limitsChecked=1921505196
k=6 min=6 exploredSolutions=201000000 branchedSolutions=2738112425 limitsChecked=1922294090
k=6 min=6 exploredSolutions=201100000 branchedSolutions=2739136694 limitsChecked=1923082976
k=6 min=6 exploredSolutions=201200000 branchedSolutions=2740160960 limitsChecked=1923871860
k=6 min=6 exploredSolutions=201300000 branchedSolutions=2741185248 limitsChecked=1924660754
k=6 min=6 exploredSolutions=201400000 branchedSolutions=2742209528 limitsChecked=1925449644
k=6 min=6 exploredSolutions=201500000 branchedSolutions=2743233788 limitsChecked=1926238526
k=6 min=6 exploredSolutions=201600000 branchedSolutions=2744258046 limitsChecked=1927027408
k=6 min=6 exploredSolutions=201700000 branchedSolutions=2745282345 limitsChecked=1927816306
k=6 min=6 exploredSolutions=201800000 branchedSolutions=2746306605 limitsChecked=1928605188
k=6 min=6 exploredSolutions=201900000 branchedSolutions=2747330885 limitsChecked=1929394078
k=6 min=6 exploredSolutions=202000000 branchedSolutions=2748355173 limitsChecked=1930182972
k=6 min=6 exploredSolutions=202100000 branchedSolutions=2749379454 limitsChecked=1930971862
k=6 min=6 exploredSolutions=202200000 branchedSolutions=2750403703 limitsChecked=1931760740
k=6 min=6 exploredSolutions=202300000 branchedSolutions=2751427969 limitsChecked=1932549624
k=6 min=6 exploredSolutions=202400000 branchedSolutions=2752452303 limitsChecked=1933338536
k=6 min=6 exploredSolutions=202500000 branchedSolutions=2753476551 limitsChecked=1934127414
k=6 min=6 exploredSolutions=202600000 branchedSolutions=2754500827 limitsChecked=1934916302
k=6 min=6 exploredSolutions=202700000 branchedSolutions=2755525116 limitsChecked=1935705196
k=6 min=6 exploredSolutions=202800000 branchedSolutions=2756549386 limitsChecked=1936494082
k=6 min=6 exploredSolutions=202900000 branchedSolutions=2757573642 limitsChecked=1937282962
k=6 min=6 exploredSolutions=203000000 branchedSolutions=2758597912 limitsChecked=1938071848
k=6 min=6 exploredSolutions=203100000 branchedSolutions=2759622200 limitsChecked=1938860742
k=6 min=6 exploredSolutions=203200000 branchedSolutions=2760646467 limitsChecked=1939649626
k=6 min=6 exploredSolutions=203300000 branchedSolutions=2761670736 limitsChecked=1940438512
k=6 min=6 exploredSolutions=203400000 branchedSolutions=2762695019 limitsChecked=1941227404
k=6 min=6 exploredSolutions=203500000 branchedSolutions=2763719280 limitsChecked=1942016286
k=6 min=6 exploredSolutions=203600000 branchedSolutions=2764743549 limitsChecked=1942805172
k=6 min=6 exploredSolutions=203700000 branchedSolutions=2765767806 limitsChecked=1943594052
k=6 min=6 exploredSolutions=203800000 branchedSolutions=2766792099 limitsChecked=1944382948
k=6 min=6 exploredSolutions=203900000 branchedSolutions=2767816405 limitsChecked=1945171848
k=6 min=6 exploredSolutions=204000000 branchedSolutions=2768840650 limitsChecked=1945960724
k=6 min=6 exploredSolutions=204100000 branchedSolutions=2769864954 limitsChecked=1946749624
k=6 min=6 exploredSolutions=204200000 branchedSolutions=2770889213 limitsChecked=1947538506
k=6 min=6 exploredSolutions=204300000 branchedSolutions=2771913482 limitsChecked=1948327392
k=6 min=6 exploredSolutions=204400000 branchedSolutions=2772937786 limitsChecked=1949116292
k=6 min=6 exploredSolutions=204500000 branchedSolutions=2773962045 limitsChecked=1949905174
k=6 min=6 exploredSolutions=204600000 branchedSolutions=2774986311 limitsChecked=1950694058
k=6 min=6 exploredSolutions=204700000 branchedSolutions=2776010570 limitsChecked=1951482940
k=6 min=6 exploredSolutions=204800000 branchedSolutions=2777034884 limitsChecked=1952271844
k=6 min=6 exploredSolutions=204900000 branchedSolutions=2778059174 limitsChecked=1953060738
k=6 min=6 exploredSolutions=205000000 branchedSolutions=2779083444 limitsChecked=1953849624
k=6 min=6 exploredSolutions=205100000 branchedSolutions=2780107727 limitsChecked=1954638516
k=6 min=6 exploredSolutions=205200000 branchedSolutions=2781131967 limitsChecked=1955427390
k=6 min=6 exploredSolutions=205300000 branchedSolutions=2782156247 limitsChecked=1956216280
k=6 min=6 exploredSolutions=205400000 branchedSolutions=2783180518 limitsChecked=1957005166
k=6 min=6 exploredSolutions=205500000 branchedSolutions=2784204807 limitsChecked=1957794060
k=6 min=6 exploredSolutions=205600000 branchedSolutions=2785229066 limitsChecked=1958582942
k=6 min=6 exploredSolutions=205700000 branchedSolutions=2786253338 limitsChecked=1959371828
k=6 min=6 exploredSolutions=205800000 branchedSolutions=2787277621 limitsChecked=1960160720
k=6 min=6 exploredSolutions=205900000 branchedSolutions=2788301902 limitsChecked=1960949610
k=6 min=6 exploredSolutions=206000000 branchedSolutions=2789326157 limitsChecked=1961738490
k=6 min=6 exploredSolutions=206100000 branchedSolutions=2790350405 limitsChecked=1962527368
k=6 min=6 exploredSolutions=206200000 branchedSolutions=2791374715 limitsChecked=1963316270
k=6 min=6 exploredSolutions=206300000 branchedSolutions=2792398965 limitsChecked=1964105148
k=6 min=6 exploredSolutions=206400000 branchedSolutions=2793423261 limitsChecked=1964894044
k=6 min=6 exploredSolutions=206500000 branchedSolutions=2794447549 limitsChecked=1965682938
k=6 min=6 exploredSolutions=206600000 branchedSolutions=2795471825 limitsChecked=1966471826
k=6 min=6 exploredSolutions=206700000 branchedSolutions=2796496104 limitsChecked=1967260716
k=6 min=6 exploredSolutions=206800000 branchedSolutions=2797520355 limitsChecked=1968049594
k=6 min=6 exploredSolutions=206900000 branchedSolutions=2798544648 limitsChecked=1968838490
k=6 min=6 exploredSolutions=207000000 branchedSolutions=2799568901 limitsChecked=1969627370
k=6 min=6 exploredSolutions=207100000 branchedSolutions=2800593182 limitsChecked=1970416260
k=6 min=6 exploredSolutions=207200000 branchedSolutions=2801617485 limitsChecked=1971205160
k=6 min=6 exploredSolutions=207300000 branchedSolutions=2802641745 limitsChecked=1971994042
k=6 min=6 exploredSolutions=207400000 branchedSolutions=2803666074 limitsChecked=1972782951
k=6 min=6 exploredSolutions=207500000 branchedSolutions=2804690374 limitsChecked=1973571849
k=6 min=6 exploredSolutions=207600000 branchedSolutions=2805714613 limitsChecked=1974360723
k=6 min=6 exploredSolutions=207700000 branchedSolutions=2806738880 limitsChecked=1975149607
k=6 min=6 exploredSolutions=207800000 branchedSolutions=2807763145 limitsChecked=1975938491
k=6 min=6 exploredSolutions=207900000 branchedSolutions=2808787418 limitsChecked=1976727379
k=6 min=6 exploredSolutions=208000000 branchedSolutions=2809811685 limitsChecked=1977516263
k=6 min=6 exploredSolutions=208100000 branchedSolutions=2810835934 limitsChecked=1978305141
k=6 min=6 exploredSolutions=208200000 branchedSolutions=2811860229 limitsChecked=1979094037
k=6 min=6 exploredSolutions=208300000 branchedSolutions=2812884480 limitsChecked=1979882915
k=6 min=6 exploredSolutions=208400000 branchedSolutions=2813908751 limitsChecked=1980671801
k=6 min=6 exploredSolutions=208500000 branchedSolutions=2814933013 limitsChecked=1981460683
k=6 min=6 exploredSolutions=208600000 branchedSolutions=2815957292 limitsChecked=1982249573
k=6 min=6 exploredSolutions=208700000 branchedSolutions=2816981557 limitsChecked=1983038457
k=6 min=6 exploredSolutions=208800000 branchedSolutions=2818005802 limitsChecked=1983827333
k=6 min=6 exploredSolutions=208900000 branchedSolutions=2819030102 limitsChecked=1984616231
k=6 min=6 exploredSolutions=209000000 branchedSolutions=2820054367 limitsChecked=1985405115
k=6 min=6 exploredSolutions=209100000 branchedSolutions=2821078603 limitsChecked=1986193987
k=6 min=6 exploredSolutions=209200000 branchedSolutions=2822102868 limitsChecked=1986982871
k=6 min=6 exploredSolutions=209300000 branchedSolutions=2823127173 limitsChecked=1987771771
k=6 min=6 exploredSolutions=209400000 branchedSolutions=2824151419 limitsChecked=1988560647
k=6 min=6 exploredSolutions=209500000 branchedSolutions=2825175690 limitsChecked=1989349533
k=6 min=6 exploredSolutions=209600000 branchedSolutions=2826199985 limitsChecked=1990138429
k=6 min=6 exploredSolutions=209700000 branchedSolutions=2827224219 limitsChecked=1990927301
k=6 min=6 exploredSolutions=209800000 branchedSolutions=2828248495 limitsChecked=1991716189
k=6 min=6 exploredSolutions=209900000 branchedSolutions=2829272741 limitsChecked=1992505065
k=6 min=6 exploredSolutions=210000000 branchedSolutions=2830297036 limitsChecked=1993293961
k=6 min=6 exploredSolutions=210100000 branchedSolutions=2831321296 limitsChecked=1994082843
k=6 min=6 exploredSolutions=210200000 branchedSolutions=2832345552 limitsChecked=1994871723
k=6 min=6 exploredSolutions=210300000 branchedSolutions=2833369836 limitsChecked=1995660615
k=6 min=6 exploredSolutions=210400000 branchedSolutions=2834394102 limitsChecked=1996449499
k=6 min=6 exploredSolutions=210500000 branchedSolutions=2835418363 limitsChecked=1997238381
k=6 min=6 exploredSolutions=210600000 branchedSolutions=2836442607 limitsChecked=1998027257
k=6 min=6 exploredSolutions=210700000 branchedSolutions=2837466896 limitsChecked=1998816151
k=6 min=6 exploredSolutions=210800000 branchedSolutions=2838491163 limitsChecked=1999605035
k=6 min=6 exploredSolutions=210900000 branchedSolutions=2839515419 limitsChecked=2000393915
k=6 min=6 exploredSolutions=211000000 branchedSolutions=2840539708 limitsChecked=2001182809
k=6 min=6 exploredSolutions=211100000 branchedSolutions=2841563985 limitsChecked=2001971697
k=6 min=6 exploredSolutions=211200000 branchedSolutions=2842588229 limitsChecked=2002760573
k=6 min=6 exploredSolutions=211300000 branchedSolutions=2843612524 limitsChecked=2003549469
k=6 min=6 exploredSolutions=211400000 branchedSolutions=2844636765 limitsChecked=2004338343
